,week,release_id,release_date,zero_release,non_zero_release,operator_kept,stanford_kept,strict_qc_kept,pass_all_qc,fail_all_qc,release_rate_kgh,operator_quantification,operator_lower,operator_upper,operator_detected,qc_summary,windspeed_20m_avg,windspeed_20m_std,winddir_20m_avg,winddir_20m_std,winddir_20m_cv,operator_windspeed,true_positive,false_positive,true_negative,false_negative,qc_flag
0,4,1,2024-09-16,False,True,False,False,False,False,False,0.57,,,,False,not_measured,1.8377769784172664,0.7719390796264768,117.00691366906474,31.96963657159024,0.0888045460321951,,False,False,False,False,Setting up
1,4,2,2024-09-16,False,True,False,False,False,False,False,56.7,,,,False,not_measured,2.3282517482517484,0.8150086275230851,153.14233566433566,52.08982636981349,0.1446939621383708,,False,False,False,False,Setting up
2,4,3,2024-09-16,False,True,False,False,False,False,False,11.17,,,,False,not_measured,2.6846619718309856,0.9659190375255268,284.10807042253526,40.3051486154994,0.111958746154165,,False,False,False,False,Setting up
3,4,4,2024-09-16,False,True,False,False,False,False,False,28.71,,,,False,not_measured,2.4931134751773047,0.8928645721352513,270.2587092198582,39.89171074329978,0.1108103076202771,,False,False,False,False,Setting up
4,4,5,2024-09-16,False,True,False,False,False,False,False,21.64,,,,False,not_measured,3.3790275862068966,0.8468344727476064,308.8812896551724,23.31724751611621,0.0647701319892117,,False,False,False,False,Setting up
5,4,6,2024-09-16,False,True,False,False,False,False,False,9.23,,,,False,not_measured,3.205779310344828,0.8157925038213992,299.7503103448276,25.86230333998245,0.0718397314999512,,False,False,False,False,Setting up
6,4,7,2024-09-17,False,True,True,True,True,True,True,0.9,0.3,0.0,2.2,True,pass_all,1.1889146341463417,0.4916602812195396,140.85280487804877,38.37111431790636,0.106586428660851,1.0,True,False,False,False,
7,4,8,2024-09-17,False,True,True,True,True,True,True,7.3,1.7,0.0,7.5,True,pass_all,1.3289776119402987,0.4221028358188136,288.46114179104484,28.00716547879776,0.0777976818855493,0.8,True,False,False,False,
8,4,9,2024-09-17,False,True,False,False,False,False,False,79.2,,,,False,not_measured,0.9248962962962964,0.3737418151467203,248.26067407407407,66.03927764139286,0.1834424378927579,,False,False,False,False,Charging
9,4,10,2024-09-17,False,True,False,False,False,False,False,5.5,,,,False,not_measured,1.150692913385827,0.4410247178727947,222.570188976378,59.24795462058815,0.1645776517238559,,False,False,False,False,Charging
10,4,11,2024-09-17,True,False,True,True,True,True,True,0.0,0.0,0.0,0.3,False,pass_all,2.338714285714285,0.7261983388835727,251.65584353741497,40.25403652548622,0.1118167681263506,1.4,False,False,True,False,
11,4,12,2024-09-17,False,True,True,True,True,True,True,54.0,10.3,0.0,23.9,True,pass_all,1.5897664233576645,0.5898268223257634,239.18820437956205,43.64271806257143,0.1212297723960317,1.0,True,False,False,False,
12,4,13,2024-09-17,False,True,True,True,True,True,True,0.02,0.0,0.0,0.4,False,pass_all,1.3606015037593984,0.5128063007792842,255.45348120300747,42.6359622627818,0.1184332285077272,1.0,False,False,False,True,
13,4,14,2024-09-17,False,True,False,False,False,False,False,44.0,,,,False,not_measured,1.1925723270440252,0.4272161202559846,224.8289308176101,38.29976366933795,0.1063882324148276,,False,False,False,False,Charging
14,4,15,2024-09-18,False,True,True,True,True,True,True,0.5,0.3,0.0,2.3,True,pass_all,1.753431654676259,0.6216185750955033,109.9331726618705,21.12442174732416,0.0586789492981226,1.0,True,False,False,False,
15,4,16,2024-09-18,False,True,True,True,True,True,True,38.47,17.7,0.0,42.8,True,pass_all,0.8871896551724138,0.3392202545683929,135.48389655172414,54.22739285158891,0.1506316468099691,0.6,True,False,False,False,
16,4,17,2024-09-18,False,True,False,False,False,False,False,1.45,,,,False,not_measured,0.9394692307692306,0.4154957473912084,214.4541769230769,45.224041375466506,0.1256223371540736,,False,False,False,False,Charging
17,4,18,2024-09-18,False,True,True,True,True,True,True,52.94,38.6,16.4,60.8,True,pass_all,1.4723846153846154,0.5740202666476247,248.3172727272727,45.390675954524205,0.1260852109847894,1.0,True,False,False,False,
18,4,19,2024-09-18,False,True,True,True,True,True,True,0.29,0.0,0.0,0.9,False,pass_all,1.6279734513274338,0.7170786276395681,186.38422123893807,45.44440508263384,0.1262344585628717,1.1,False,False,False,True,
19,4,20,2024-09-18,False,True,False,False,False,False,False,8.25,,,,False,not_measured,1.643909722222222,0.7350170248082449,151.19474305555556,74.27365157719925,0.2063156988255534,,False,False,False,False,Charging
20,4,21,2024-09-18,False,True,True,True,True,True,True,0.19,0.1,0.0,0.9,True,pass_all,2.0694647887323945,0.9188914201437428,92.46465492957746,35.033826810877926,0.097316185585772,1.8,True,False,False,False,
21,4,22,2024-09-18,False,True,True,True,True,True,True,290.0,171.9,142.7,201.1,True,pass_all,2.1124055944055944,0.912358399105958,97.82532867132868,50.56720243512698,0.140464451208686,1.6,True,False,False,False,
22,4,23,2024-09-18,False,True,True,True,True,True,True,0.73,0.1,0.0,1.0,True,pass_all,2.2522980132450328,0.8273466165576311,67.20782781456954,30.1812543516048,0.0838368176433466,1.5,True,False,False,False,
23,4,24,2024-09-19,False,True,True,True,True,True,True,28.71,12.4,0.0,26.0,True,pass_all,1.4450205479452056,0.3092405484671268,149.33722602739726,13.905593170901106,0.0386266476969475,0.9,True,False,False,False,
24,4,25,2024-09-19,False,True,True,True,True,True,True,1.63,0.7,0.0,5.4,True,pass_all,0.9163025210084031,0.3026376855621325,89.50651260504203,41.01296203839816,0.1139248945511059,0.7,True,False,False,False,
25,4,26,2024-09-19,False,True,False,False,False,False,False,2.01,,,,False,not_measured,0.8826290322580645,0.3197836277565968,126.5522741935484,44.47816383218296,0.1235504550893971,,False,False,False,False,Hosting VIPs and charging
