,Week,Date,ReleaseStart,ReleaseEnd,Flowrate (kg/h),Comments,ReleaseID,ReleaseStartDateTime,ReleaseEndDateTime,Windspeed20m_Avg,Windspeed20m_Std,WindDir20m_Avg,WindDir20m_Std,WindDir20m_CV,WindShear_AvgStd
13,4,2024-09-17,15:47:00,16:44:00,44.0,alternative satellite,14,2024-09-17 15:47:00,2024-09-17 16:44:00,1.1925723270440252,0.4272161202559846,224.8289308176101,38.29976366933795,0.10638823241482763,0.24068263721773342
14,4,2024-09-18,08:51:30,09:37:00,0.5,,15,2024-09-18 08:51:30,2024-09-18 09:37:00,1.753431654676259,0.6216185750955033,109.9331726618705,21.12442174732416,0.058678949298122667,0.42251926909643694
15,4,2024-09-18,09:44:30,10:31:00,38.47,doublon 2,16,2024-09-18 09:44:30,2024-09-18 10:31:00,0.8871896551724138,0.3392202545683929,135.48389655172414,54.22739285158891,0.15063164680996918,0.20763863231353008
16,4,2024-09-18,10:45:00,11:31:15,1.45,,17,2024-09-18 10:45:00,2024-09-18 11:31:15,0.9394692307692306,0.4154957473912084,214.45417692307691,45.224041375466506,0.12562233715407362,0.275704182586027
17,4,2024-09-18,11:44:00,12:33:00,52.94,,18,2024-09-18 11:44:00,2024-09-18 12:33:00,1.4723846153846154,0.5740202666476247,248.3172727272727,45.390675954524205,0.12608521098478945,0.32337250450470595
18,4,2024-09-18,12:45:00,13:25:30,0.29,Incertitude: 4.8,19,2024-09-18 12:45:00,2024-09-18 13:25:30,1.6279734513274338,0.7170786276395681,186.38422123893807,45.444405082633835,0.12623445856287177,0.32934231652712814
19,4,2024-09-18,13:30:00,14:16:00,8.25,doublon 3,20,2024-09-18 13:30:00,2024-09-18 14:16:00,1.643909722222222,0.7350170248082449,151.19474305555556,74.27365157719925,0.20631569882555345,0.3802730642737231
20,4,2024-09-18,14:29:00,15:15:45,0.19,,21,2024-09-18 14:29:00,2024-09-18 15:15:45,2.0694647887323945,0.9188914201437429,92.46465492957746,35.033826810877926,0.09731618558577201,0.3855574912962092
21,4,2024-09-18,15:30:00,16:17:00,290.0,satellite,22,2024-09-18 15:30:00,2024-09-18 16:17:00,2.1124055944055944,0.912358399105958,97.82532867132868,50.56720243512698,0.14046445120868606,0.39970409854542827
22,4,2024-09-18,16:31:20,17:19:45,0.73,,23,2024-09-18 16:31:20,2024-09-18 17:19:45,2.2522980132450328,0.8273466165576311,67.20782781456954,30.1812543516048,0.08383681764334666,0.3693204492109444
23,4,2024-09-19,08:45:00,09:32:30,28.71,doublon 1,24,2024-09-19 08:45:00,2024-09-19 09:32:30,1.4450205479452056,0.30924054846712684,149.33722602739726,13.905593170901106,0.03862664769694752,0.23065230770369446
24,4,2024-09-19,09:45:00,10:31:00,1.63,,25,2024-09-19 09:45:00,2024-09-19 10:31:00,0.9163025210084033,0.30263768556213255,89.50651260504203,41.01296203839816,0.11392489455110599,0.21688780717830666
25,4,2024-09-19,10:44:00,11:32:00,2.01,,26,2024-09-19 10:44:00,2024-09-19 11:32:00,0.8826290322580645,0.3197836277565968,126.5522741935484,44.47816383218296,0.1235504550893971,0.2339171649267526
26,4,2024-09-19,11:44:00,12:31:30,4.14,,27,2024-09-19 11:44:00,2024-09-19 12:31:30,1.1596412213740457,0.35526209325385694,168.58430534351146,43.927443097670356,0.12202067527130654,0.2772623009270985
27,4,2024-09-19,12:44:00,13:32:30,49.01,,28,2024-09-19 12:44:00,2024-09-19 13:32:30,1.3393750000000002,0.5703813920592146,211.8064705882353,68.10542787699967,0.18918174410277686,0.34919629062139435
28,4,2024-09-19,13:46:00,14:34:00,1.14,,29,2024-09-19 13:46:00,2024-09-19 14:34:00,2.1632896551724135,0.8268095887644246,70.91353793103448,33.52748635611609,0.09313190654476693,0.5229838739225453
29,4,2024-09-19,14:44:00,15:31:00,80.1,,30,2024-09-19 14:44:00,2024-09-19 15:31:00,2.2737318840579714,1.006166763179122,81.85926811594203,39.109606269160736,0.10863779519211315,0.5098502410181976
30,4,2024-09-19,15:44:30,16:34:00,8.25,doublon 3,31,2024-09-19 15:44:30,2024-09-19 16:34:00,2.6779745222929936,1.0502491764719737,79.85402547770703,31.771653717831676,0.08825459366064355,0.6121922878996893
31,4,2024-09-19,16:44:10,17:36:00,26.4,,32,2024-09-19 16:44:10,2024-09-19 17:36:00,3.358815476190476,0.898703961301192,72.92569642857143,23.178181180979752,0.06438383661383265,0.6114660692461291
32,4,2024-09-20,08:45:15,09:31:00,3.3,,33,2024-09-20 08:45:15,2024-09-20 09:31:00,1.8567972027972024,0.4305100898433267,201.95601398601397,79.3697336026257,0.22047148222951585,0.3333491831844907
33,4,2024-09-20,09:45:00,10:34:00,38.47,doublon 2,34,2024-09-20 09:45:00,2024-09-20 10:34:00,1.5825675675675677,0.3573075841474417,133.40137162162162,23.76194023343344,0.0660053895373151,0.20383296764519823
34,4,2024-09-20,10:45:00,11:33:00,34.4,,35,2024-09-20 10:45:00,2024-09-20 11:33:00,0.7748660714285716,0.3175259795155511,160.08963392857143,62.42158100897147,0.17339328058047632,0.1579664815323616
35,4,2024-09-20,11:46:15,12:33:00,1.0,,36,2024-09-20 11:46:15,2024-09-20 12:33:00,0.8403693693693695,0.40503615838427265,228.2283153153153,45.846027843751855,0.12735007734375514,0.14948580181641183
36,4,2024-09-20,12:46:50,13:33:00,17.93,,37,2024-09-20 12:46:50,2024-09-20 13:33:00,1.0224954128440367,0.5072618876516827,239.2252110091743,62.1032361151302,0.172508989208695,0.14556351680249988
37,4,2024-09-20,13:51:00,14:20:00,0.0,,38,2024-09-20 13:51:00,2024-09-20 14:20:00,2.539092105263158,0.5110156469263037,303.87642105263166,9.354395087933414,0.025984430799815036,0.5474927744070768
38,4,2024-09-20,14:32:30,15:20:00,54.0,,39,2024-09-20 14:32:30,2024-09-20 15:20:00,2.164644736842105,0.6565971002869745,257.9035263157895,38.3912689900418,0.10664241386122722,0.2820356690344438
39,4,2024-09-20,15:32:30,16:41:00,250.8,satellite,40,2024-09-20 15:32:30,2024-09-20 16:41:00,1.527341463414634,0.6111813139465699,118.35172195121949,42.086161920712456,0.11690600533531238,0.24532633404692078
