,Week,Date,ReleaseStart,ReleaseEnd,Flowrate (kg/h),Comments,ReleaseID,ReleaseStartDateTime,ReleaseEndDateTime,Windspeed20m_Avg,Windspeed20m_Std,WindDir20m_Avg,WindDir20m_Std,WindDir20m_CV,WindShear_AvgStd,WeeklyReleaseID
15,3,2024-09-11,08:35:15,09:22:00,53.99999999999999,,16,2024-09-11 08:35:15,2024-09-11 09:22:00,2.9925135135135137,0.6001178284132275,229.3045135135135,10.942223721537143,0.0303950658931587,0.8279798643458908,16
16,3,2024-09-11,09:34:00,10:20:30,31.36,doublon 1,17,2024-09-11 09:34:00,2024-09-11 10:20:30,2.725804054054054,0.7482165340007934,245.59697972972972,17.333268066439928,0.048147966851222,0.5751128471573309,17
17,3,2024-09-11,10:37:50,11:25:00,1.01,,18,2024-09-11 10:37:50,2024-09-11 11:25:00,3.358966666666667,0.7697122744627455,232.3349933333333,15.087861513629464,0.0419107264267485,0.759291958861313,18
18,3,2024-09-11,11:34:00,12:22:00,20.18,doublon 3,19,2024-09-11 11:34:00,2024-09-11 12:22:00,4.463736842105264,1.1527513056481025,250.80505263157897,18.756642911405297,0.0521017858650147,0.8185822334798298,19
19,3,2024-09-11,12:37:00,13:25:00,0.02,Incertitude : 0.6,20,2024-09-11 12:37:00,2024-09-11 13:25:00,5.358420000000001,1.3050420460196654,248.12368666666663,14.553073940101172,0.0404252053891699,0.8774958761387764,20
20,3,2024-09-11,13:34:15,14:22:00,0.62,,21,2024-09-11 13:34:15,2024-09-11 14:22:00,5.293714285714286,1.367266415902473,244.5789047619048,13.261087530911077,0.0368363542525307,1.04184408911544,21
21,3,2024-09-11,14:34:15,15:20:15,0.7,,22,2024-09-11 14:34:15,2024-09-11 15:20:15,4.030337931034484,1.014857928074785,237.51524827586204,17.278645607634335,0.0479962377989842,0.8393142489592595,22
22,3,2024-09-11,15:34:00,16:22:00,44.07,,23,2024-09-11 15:34:00,2024-09-11 16:22:00,4.310751677852349,1.310337737080315,247.95339597315436,15.20939953217062,0.0422483320338072,0.8990949925280225,23
23,3,2024-09-11,16:34:00,17:23:00,51.12,51.12 kg/h instead of 50.42 kg/h,24,2024-09-11 16:34:00,2024-09-11 17:23:00,3.718668965517242,1.2559921269611949,241.60035172413797,17.051304548974198,0.0473647348582616,0.8279208858423989,24
24,3,2024-09-12,09:16:15,10:02:00,19.74,,25,2024-09-12 09:16:15,2024-09-12 10:02:00,1.3511190476190476,0.4345886309660258,211.6884523809524,82.77100464676023,0.2299194573521117,0.183397107941504,25
25,3,2024-09-12,10:06:00,10:54:00,13.38,doublon 2,26,2024-09-12 10:06:00,2024-09-12 10:54:00,1.5426870748299315,0.4041927826133554,65.25907482993196,22.902278004816026,0.0636174389022667,0.2464015061793017,26
26,3,2024-09-12,11:07:30,11:55:00,4.14,,27,2024-09-12 11:07:30,2024-09-12 11:55:00,1.701191780821918,0.4315233212232746,83.09686301369862,50.1534756585598,0.1393152101626661,0.2705255264031906,27
27,3,2024-09-12,12:00:00,12:46:15,37.1,alternative satellite,28,2024-09-12 12:00:00,2024-09-12 12:46:15,1.897207142857143,0.6362184310713919,78.21119999999999,32.80087256211386,0.0911135348947607,0.3392284904706301,28
28,3,2024-09-12,13:28:00,14:15:00,50.88,,29,2024-09-12 13:28:00,2024-09-12 14:15:00,2.263678082191781,0.837338681817591,208.0859383561644,89.9378071789459,0.2498272421637386,0.388272273513625,29
29,3,2024-09-12,14:31:00,15:17:00,1.3,,30,2024-09-12 14:31:00,2024-09-12 15:17:00,1.9737536231884056,0.5893713102509941,272.62128985507246,20.699261078169314,0.0574979474393592,0.231249864478293,30
30,3,2024-09-12,15:28:00,16:15:00,210.0,FAAM plane flight: Flowrate of test n°4 (210 kg/h) instead of 80.1 kg/h,31,2024-09-12 15:28:00,2024-09-12 16:15:00,2.543455172413793,0.4838885457547467,234.87432413793104,24.503242097077315,0.0680645613807703,0.3624780117569957,31
31,3,2024-09-12,16:30:45,17:17:30,26.85,,32,2024-09-12 16:30:45,2024-09-12 17:17:30,2.3474333333333344,0.7024192940496751,239.22128,29.4684177089735,0.0818567158582597,0.388845942858642,32
32,3,2024-09-13,08:45:00,09:32:00,0.0,,33,2024-09-13 08:45:00,2024-09-13 09:32:00,0.8176456692913386,0.3477769429170756,191.0142992125984,57.1608210722064,0.1587800585339066,0.1958889375543834,33
33,3,2024-09-13,09:49:00,10:35:00,3.4,,34,2024-09-13 09:49:00,2024-09-13 10:35:00,0.9989448818897638,0.4437752417517803,228.13681102362204,75.60026116137827,0.2100007254482729,0.2448752770594094,34
34,3,2024-09-13,10:45:00,11:31:05,1.47,,35,2024-09-13 10:45:00,2024-09-13 11:31:05,1.543824427480916,0.6275743471851458,140.49045801526717,34.969102631018785,0.0971363961972744,0.3106279498968977,35
35,3,2024-09-13,11:45:00,12:33:00,308.2,satellite,36,2024-09-13 11:45:00,2024-09-13 12:33:00,2.67427397260274,1.012138708774969,216.13538356164383,41.67495741921952,0.1157637706089431,0.4133905453628098,36
36,3,2024-09-13,12:45:00,13:34:00,20.18,doublon 3,37,2024-09-13 12:45:00,2024-09-13 13:34:00,3.288903846153846,0.923590181277851,111.96692307692304,24.86842752602163,0.06907896535006,0.5037797953406511,37
37,4,2024-09-16,11:00:00,11:46:10,0.57,,38,2024-09-16 11:00:00,2024-09-16 11:46:10,1.8377769784172664,0.7719390796264768,117.00691366906474,31.96963657159024,0.0888045460321951,0.3425625384711593,1
38,4,2024-09-16,11:59:00,12:47:00,56.7,,39,2024-09-16 11:59:00,2024-09-16 12:47:00,2.3282517482517484,0.8150086275230851,153.14233566433566,52.08982636981349,0.1446939621383708,0.3810977095141363,2
39,4,2024-09-16,12:59:00,13:45:00,11.17,,40,2024-09-16 12:59:00,2024-09-16 13:45:00,2.6846619718309856,0.9659190375255268,284.10807042253526,40.3051486154994,0.111958746154165,0.4434027236875737,3
40,4,2024-09-16,13:59:30,14:46:00,28.71,doublon 1,41,2024-09-16 13:59:30,2024-09-16 14:46:00,2.4931134751773047,0.8928645721352513,270.2587092198582,39.89171074329978,0.1108103076202771,0.4318138547939705,4
41,4,2024-09-16,14:59:00,15:45:00,21.64,,42,2024-09-16 14:59:00,2024-09-16 15:45:00,3.3790275862068966,0.8468344727476064,308.8812896551724,23.31724751611621,0.0647701319892117,0.5048771892337172,5
42,4,2024-09-16,15:59:00,16:45:00,9.23,,43,2024-09-16 15:59:00,2024-09-16 16:45:00,3.205779310344828,0.8157925038213992,299.7503103448276,25.86230333998245,0.0718397314999512,0.4375309765877051,6
43,4,2024-09-17,09:00:30,09:46:00,0.9,,44,2024-09-17 09:00:30,2024-09-17 09:46:00,1.1889146341463417,0.4916602812195396,140.85280487804877,38.37111431790636,0.106586428660851,0.1836085055525675,7
44,4,2024-09-17,09:59:00,10:46:00,7.3,,45,2024-09-17 09:59:00,2024-09-17 10:46:00,1.3289776119402987,0.4221028358188136,288.46114179104484,28.00716547879776,0.0777976818855493,0.237540260120623,8
45,4,2024-09-17,10:59:00,11:50:00,79.2,,46,2024-09-17 10:59:00,2024-09-17 11:50:00,0.9248962962962964,0.3737418151467203,248.26067407407407,66.03927764139286,0.1834424378927579,0.2399515287836114,9
46,4,2024-09-17,11:59:30,12:49:30,5.5,,47,2024-09-17 11:59:30,2024-09-17 12:49:30,1.150692913385827,0.4410247178727947,222.570188976378,59.24795462058815,0.1645776517238559,0.2837132657701251,10
47,4,2024-09-17,13:00:00,13:46:30,0.0,,48,2024-09-17 13:00:00,2024-09-17 13:46:30,2.338714285714285,0.7261983388835727,251.65584353741497,40.25403652548622,0.1118167681263506,0.3880128592620491,11
48,4,2024-09-17,13:58:30,14:45:00,54.0,,49,2024-09-17 13:58:30,2024-09-17 14:45:00,1.5897664233576645,0.5898268223257634,239.18820437956205,43.64271806257143,0.1212297723960317,0.305264960432303,12
49,4,2024-09-17,14:58:00,15:44:00,0.02,Incertitude: 0.6,50,2024-09-17 14:58:00,2024-09-17 15:44:00,1.3606015037593984,0.5128063007792842,255.45348120300747,42.6359622627818,0.1184332285077272,0.2983609922626685,13
50,4,2024-09-17,15:47:00,16:44:00,44.0,alternative satellite,51,2024-09-17 15:47:00,2024-09-17 16:44:00,1.1925723270440252,0.4272161202559846,224.8289308176101,38.29976366933795,0.1063882324148276,0.2406826372177334,14
51,4,2024-09-18,08:51:30,09:37:00,0.5,,52,2024-09-18 08:51:30,2024-09-18 09:37:00,1.753431654676259,0.6216185750955033,109.9331726618705,21.12442174732416,0.0586789492981226,0.4225192690964369,15
52,4,2024-09-18,09:44:30,10:31:00,38.47,doublon 2,53,2024-09-18 09:44:30,2024-09-18 10:31:00,0.8871896551724138,0.3392202545683929,135.48389655172414,54.22739285158891,0.1506316468099691,0.20763863231353,16
53,4,2024-09-18,10:45:00,11:31:15,1.45,,54,2024-09-18 10:45:00,2024-09-18 11:31:15,0.9394692307692306,0.4154957473912084,214.4541769230769,45.224041375466506,0.1256223371540736,0.275704182586027,17
54,4,2024-09-18,11:44:00,12:33:00,52.94,,55,2024-09-18 11:44:00,2024-09-18 12:33:00,1.4723846153846154,0.5740202666476247,248.3172727272727,45.390675954524205,0.1260852109847894,0.3233725045047059,18
55,4,2024-09-18,12:45:00,13:25:30,0.29,Incertitude: 4.8,56,2024-09-18 12:45:00,2024-09-18 13:25:30,1.6279734513274338,0.7170786276395681,186.38422123893807,45.44440508263384,0.1262344585628717,0.3293423165271281,19
56,4,2024-09-18,13:30:00,14:16:00,8.25,doublon 3,57,2024-09-18 13:30:00,2024-09-18 14:16:00,1.643909722222222,0.7350170248082449,151.19474305555556,74.27365157719925,0.2063156988255534,0.3802730642737231,20
57,4,2024-09-18,14:29:00,15:15:45,0.19,,58,2024-09-18 14:29:00,2024-09-18 15:15:45,2.0694647887323945,0.9188914201437428,92.46465492957746,35.033826810877926,0.097316185585772,0.3855574912962092,21
58,4,2024-09-18,15:30:00,16:17:00,290.0,satellite,59,2024-09-18 15:30:00,2024-09-18 16:17:00,2.1124055944055944,0.912358399105958,97.82532867132868,50.56720243512698,0.140464451208686,0.3997040985454282,22
59,4,2024-09-18,16:31:20,17:19:45,0.73,,60,2024-09-18 16:31:20,2024-09-18 17:19:45,2.2522980132450328,0.8273466165576311,67.20782781456954,30.1812543516048,0.0838368176433466,0.3693204492109444,23
60,4,2024-09-19,08:45:00,09:32:30,28.71,doublon 1,61,2024-09-19 08:45:00,2024-09-19 09:32:30,1.4450205479452056,0.3092405484671268,149.33722602739726,13.905593170901106,0.0386266476969475,0.2306523077036944,24
61,4,2024-09-19,09:45:00,10:31:00,1.63,,62,2024-09-19 09:45:00,2024-09-19 10:31:00,0.9163025210084031,0.3026376855621325,89.50651260504203,41.01296203839816,0.1139248945511059,0.2168878071783066,25
62,4,2024-09-19,10:44:00,11:32:00,2.01,,63,2024-09-19 10:44:00,2024-09-19 11:32:00,0.8826290322580645,0.3197836277565968,126.5522741935484,44.47816383218296,0.1235504550893971,0.2339171649267526,26
63,4,2024-09-19,11:44:00,12:31:30,4.14,,64,2024-09-19 11:44:00,2024-09-19 12:31:30,1.1596412213740457,0.3552620932538569,168.58430534351146,43.92744309767036,0.1220206752713065,0.2772623009270985,27
64,4,2024-09-19,12:44:00,13:32:30,49.01,,65,2024-09-19 12:44:00,2024-09-19 13:32:30,1.3393750000000002,0.5703813920592146,211.8064705882353,68.10542787699967,0.1891817441027768,0.3491962906213943,28
65,4,2024-09-19,13:46:00,14:34:00,1.14,,66,2024-09-19 13:46:00,2024-09-19 14:34:00,2.163289655172413,0.8268095887644246,70.91353793103448,33.52748635611609,0.0931319065447669,0.5229838739225453,29
66,4,2024-09-19,14:44:00,15:31:00,80.1,,67,2024-09-19 14:44:00,2024-09-19 15:31:00,2.2737318840579714,1.006166763179122,81.85926811594203,39.109606269160736,0.1086377951921131,0.5098502410181976,30
67,4,2024-09-19,15:44:30,16:34:00,8.25,doublon 3,68,2024-09-19 15:44:30,2024-09-19 16:34:00,2.6779745222929936,1.0502491764719737,79.85402547770703,31.77165371783168,0.0882545936606435,0.6121922878996893,31
68,4,2024-09-19,16:44:10,17:36:00,26.4,,69,2024-09-19 16:44:10,2024-09-19 17:36:00,3.358815476190476,0.898703961301192,72.92569642857143,23.178181180979752,0.0643838366138326,0.6114660692461291,32
69,4,2024-09-20,08:45:15,09:31:00,3.3,,70,2024-09-20 08:45:15,2024-09-20 09:31:00,1.8567972027972024,0.4305100898433267,201.956013986014,79.3697336026257,0.2204714822295158,0.3333491831844907,33
70,4,2024-09-20,09:45:00,10:34:00,38.47,doublon 2,71,2024-09-20 09:45:00,2024-09-20 10:34:00,1.5825675675675677,0.3573075841474417,133.40137162162162,23.76194023343344,0.0660053895373151,0.2038329676451982,34
71,4,2024-09-20,10:45:00,11:33:00,34.4,,72,2024-09-20 10:45:00,2024-09-20 11:33:00,0.7748660714285716,0.3175259795155511,160.08963392857143,62.42158100897147,0.1733932805804763,0.1579664815323616,35
72,4,2024-09-20,11:46:15,12:33:00,1.0,,73,2024-09-20 11:46:15,2024-09-20 12:33:00,0.8403693693693695,0.4050361583842726,228.2283153153153,45.846027843751855,0.1273500773437551,0.1494858018164118,36
73,4,2024-09-20,12:46:50,13:33:00,17.93,,74,2024-09-20 12:46:50,2024-09-20 13:33:00,1.0224954128440369,0.5072618876516827,239.2252110091743,62.1032361151302,0.172508989208695,0.1455635168024998,37
74,4,2024-09-20,13:51:00,14:20:00,0.0,,75,2024-09-20 13:51:00,2024-09-20 14:20:00,2.539092105263158,0.5110156469263037,303.87642105263166,9.354395087933414,0.025984430799815,0.5474927744070768,38
75,4,2024-09-20,14:32:30,15:20:00,54.0,,76,2024-09-20 14:32:30,2024-09-20 15:20:00,2.164644736842105,0.6565971002869745,257.9035263157895,38.3912689900418,0.1066424138612272,0.2820356690344438,39
76,4,2024-09-20,15:32:30,16:41:00,250.8,satellite,77,2024-09-20 15:32:30,2024-09-20 16:41:00,1.527341463414634,0.6111813139465699,118.35172195121947,42.086161920712456,0.1169060053353123,0.2453263340469207,40
