,Week,Date,ReleaseStart,ReleaseEnd,Flowrate (kg/h),Comments,ReleaseID,ReleaseStartDateTime,ReleaseEndDateTime,Windspeed20m_Avg,Windspeed20m_Std,WindDir20m_Avg,WindDir20m_Std,WindDir20m_CV,WindShear_AvgStd,WeeklyReleaseID
10,1,2024-06-18,12:00:30,12:46:30,8.28,duplicate 3,11,2024-06-18 12:00:30,2024-06-18 12:46:30,2.5479172413793107,0.9669720889876946,144.6211103448276,35.41822871055547,0.0983839686404318,0.3898450386261663,11
11,1,2024-06-18,13:00:00,13:46:00,47.66,,12,2024-06-18 13:00:00,2024-06-18 13:46:00,2.5858482758620687,1.039208989588786,138.32967586206897,37.89058204551024,0.105251616793084,0.4734904151889516,12
12,1,2024-06-18,14:04:05,14:51:00,3.83,,13,2024-06-18 14:04:05,2024-06-18 14:51:00,2.247241379310345,0.7721315489159977,83.74419310344827,37.33543762657951,0.1037095489627208,0.4673759514045506,13
13,1,2024-06-18,15:05:45,15:33:00,1.95,ex N° 2024W25/17-08,14,2024-06-18 15:05:45,2024-06-18 15:33:00,3.455894117647059,1.1407810192554737,55.46843529411765,23.42892280329468,0.065080341120263,0.4846661780792155,14
14,1,2024-06-18,15:38:00,16:25:00,126.0,satellite,15,2024-06-18 15:38:00,2024-06-18 16:25:00,2.7539932885906038,0.9283976787749164,61.42969127516779,29.431761505953897,0.0817548930720941,0.4851962321989654,15
15,1,2024-06-18,16:41:00,17:35:15,4.46,,16,2024-06-18 16:41:00,2024-06-18 17:35:15,3.23053216374269,0.8677565075021619,70.77632748538012,22.66450017991722,0.0629569449442145,0.4756810487343844,16
16,1,2024-06-19,09:00:50,09:47:10,16.95,,17,2024-06-19 09:00:50,2024-06-19 09:47:10,2.106514285714286,0.5193506527519481,297.48515,14.278484667341568,0.0396624574092821,0.3776722276500522,17
17,1,2024-06-19,10:00:45,10:49:10,1.92,,18,2024-06-19 10:00:45,2024-06-19 10:49:10,3.815193333333333,0.9121833215071375,293.4506266666667,16.930464279324443,0.0470290674425679,0.641428487640515,18
18,1,2024-06-19,11:01:45,11:48:00,115.0,,19,2024-06-19 11:01:45,2024-06-19 11:48:00,3.754553191489362,1.021239760749732,293.8791843971631,19.032001288090694,0.0528666702446963,0.6469857823285389,19
19,1,2024-06-19,12:00:30,12:47:00,0.0,,20,2024-06-19 12:00:30,2024-06-19 12:47:00,3.3152758620689657,1.0811906919043173,289.4155103448276,21.653175165560143,0.0601477087932226,0.5984263085295476,20
20,1,2024-06-19,13:02:20,13:48:10,38.52,,21,2024-06-19 13:02:20,2024-06-19 13:48:10,4.259503496503496,1.01619670571499,281.5407202797203,17.660564613036854,0.0490571239251023,0.6913979375338174,21
21,1,2024-06-19,14:01:15,14:50:30,5.6,,22,2024-06-19 14:01:15,2024-06-19 14:50:30,3.7088266666666656,0.9121023928940448,304.1949933333333,17.34810732643079,0.0481891870178633,0.686755300408011,22
22,1,2024-06-19,15:02:00,15:48:00,103.2,,23,2024-06-19 15:02:00,2024-06-19 15:48:00,3.5305138888888887,0.7086031564791279,277.92168055555555,14.097958511428969,0.0391609958650804,0.5469215671927444,23
23,1,2024-06-19,16:02:15,16:50:00,8.28,,24,2024-06-19 16:02:15,2024-06-19 16:50:00,2.395375838926175,0.7993187173116433,259.5794026845638,19.51012698807177,0.0541947971890882,0.3837780532340113,24
24,1,2024-06-20,09:00:00,09:47:30,13.59,,25,2024-06-20 09:00:00,2024-06-20 09:47:30,2.973695652173913,1.3050209832789736,186.21108695652177,22.895989924311145,0.0635999720119754,0.4378391771787274,25
25,1,2024-06-20,10:03:05,10:49:00,24.01,,26,2024-06-20 10:03:05,2024-06-20 10:49:00,3.990684210526316,0.7367778990405587,149.32542105263158,22.364261341377105,0.0621229481704919,0.3858677329647664,26
