,Week,Date,ReleaseStart,ReleaseEnd,Flowrate (kg/h),Comments,ReleaseID,ReleaseStartDateTime,ReleaseEndDateTime,Windspeed20m_Avg,Windspeed20m_Std,WindDir20m_Avg,WindDir20m_Std,WindDir20m_CV,WindShear_AvgStd
18,3,2024-09-11,11:34:00,12:22:00,20.18,doublon 3,19,2024-09-11 11:34:00,2024-09-11 12:22:00,4.463736842105264,1.1527513056481025,250.80505263157897,18.756642911405297,0.05210178586501472,0.8185822334798298
19,3,2024-09-11,12:37:00,13:25:00,0.02,Incertitude : 0.6,20,2024-09-11 12:37:00,2024-09-11 13:25:00,5.358420000000001,1.3050420460196654,248.12368666666666,14.553073940101173,0.040425205389169924,0.8774958761387764
20,3,2024-09-11,13:34:15,14:22:00,0.62,,21,2024-09-11 13:34:15,2024-09-11 14:22:00,5.293714285714286,1.367266415902473,244.57890476190477,13.261087530911077,0.03683635425253077,1.0418440891154401
21,3,2024-09-11,14:34:15,15:20:15,0.7,,22,2024-09-11 14:34:15,2024-09-11 15:20:15,4.030337931034484,1.014857928074785,237.51524827586204,17.278645607634335,0.047996237798984265,0.8393142489592595
22,3,2024-09-11,15:34:00,16:22:00,44.07,,23,2024-09-11 15:34:00,2024-09-11 16:22:00,4.310751677852349,1.310337737080315,247.95339597315433,15.20939953217062,0.042248332033807276,0.8990949925280225
23,3,2024-09-11,16:34:00,17:23:00,51.12,51.12 kg/h instead of 50.42 kg/h,24,2024-09-11 16:34:00,2024-09-11 17:23:00,3.7186689655172414,1.2559921269611947,241.60035172413794,17.051304548974198,0.04736473485826166,0.8279208858423989
24,3,2024-09-12,09:16:15,10:02:00,19.74,,25,2024-09-12 09:16:15,2024-09-12 10:02:00,1.3511190476190476,0.4345886309660258,211.6884523809524,82.77100464676023,0.22991945735211175,0.18339710794150402
25,3,2024-09-12,10:06:00,10:54:00,13.38,doublon 2,26,2024-09-12 10:06:00,2024-09-12 10:54:00,1.5426870748299317,0.40419278261335545,65.25907482993196,22.902278004816022,0.06361743890226673,0.2464015061793017
26,3,2024-09-12,11:07:30,11:55:00,4.14,,27,2024-09-12 11:07:30,2024-09-12 11:55:00,1.701191780821918,0.4315233212232746,83.09686301369862,50.1534756585598,0.1393152101626661,0.2705255264031906
27,3,2024-09-12,12:00:00,12:46:15,37.1,alternative satellite,28,2024-09-12 12:00:00,2024-09-12 12:46:15,1.897207142857143,0.6362184310713919,78.21119999999999,32.80087256211386,0.09111353489476072,0.33922849047063014
28,3,2024-09-12,13:28:00,14:15:00,50.88,,29,2024-09-12 13:28:00,2024-09-12 14:15:00,2.2636780821917806,0.837338681817591,208.0859383561644,89.9378071789459,0.2498272421637386,0.38827227351362503
29,3,2024-09-12,14:31:00,15:17:00,1.3,,30,2024-09-12 14:31:00,2024-09-12 15:17:00,1.9737536231884056,0.5893713102509941,272.62128985507246,20.699261078169314,0.05749794743935921,0.23124986447829307
30,3,2024-09-12,15:28:00,16:15:00,210.0,FAAM plane flight: Flowrate of test n°4 (210 kg/h) instead of 80.1 kg/h,31,2024-09-12 15:28:00,2024-09-12 16:15:00,2.543455172413793,0.48388854575474677,234.87432413793104,24.503242097077315,0.06806456138077031,0.3624780117569957
31,3,2024-09-12,16:30:45,17:17:30,26.85,,32,2024-09-12 16:30:45,2024-09-12 17:17:30,2.3474333333333344,0.7024192940496751,239.22127999999998,29.4684177089735,0.08185671585825972,0.38884594285864205
32,3,2024-09-13,08:45:00,09:32:00,0.0,,33,2024-09-13 08:45:00,2024-09-13 09:32:00,0.8176456692913386,0.34777694291707567,191.01429921259842,57.160821072206396,0.15878005853390664,0.1958889375543834
33,3,2024-09-13,09:49:00,10:35:00,3.4,,34,2024-09-13 09:49:00,2024-09-13 10:35:00,0.9989448818897638,0.4437752417517803,228.13681102362204,75.60026116137827,0.21000072544827297,0.24487527705940942
34,3,2024-09-13,10:45:00,11:31:05,1.47,,35,2024-09-13 10:45:00,2024-09-13 11:31:05,1.543824427480916,0.6275743471851458,140.49045801526717,34.969102631018785,0.0971363961972744,0.31062794989689774
35,3,2024-09-13,11:45:00,12:33:00,308.2,satellite,36,2024-09-13 11:45:00,2024-09-13 12:33:00,2.6742739726027396,1.012138708774969,216.13538356164383,41.674957419219524,0.11576377060894312,0.4133905453628098
36,3,2024-09-13,12:45:00,13:34:00,20.18,doublon 3,37,2024-09-13 12:45:00,2024-09-13 13:34:00,3.288903846153846,0.923590181277851,111.96692307692305,24.86842752602163,0.06907896535006008,0.5037797953406511
