,Week,Date,ReleaseStart,ReleaseEnd,Flowrate (kg/h),Comments,ReleaseID,ReleaseStartDateTime,ReleaseEndDateTime,Windspeed20m_Avg,Windspeed20m_Std,WindDir20m_Avg,WindDir20m_Std,WindDir20m_CV,WindShear_AvgStd
0,3,2024-09-09,11:02:30,11:50:10,56.7,,1,2024-09-09 11:02:30,2024-09-09 11:50:10,3.32510606060606,0.9342103679397066,209.37825,16.235471522149506,0.04509853200597085,0.5733646471391511
1,3,2024-09-09,12:05:00,12:52:30,31.36,doublon 1,2,2024-09-09 12:05:00,2024-09-09 12:52:30,3.665751937984496,1.4656379318779575,203.16287596899227,43.32016085596687,0.12033378015546352,0.53842508084484
2,3,2024-09-09,13:23:55,14:16:00,5.57,,3,2024-09-09 13:23:55,2024-09-09 14:16:00,2.65220987654321,0.583478319620417,195.56804938271608,15.724319086048055,0.043678664127911264,0.41924163227308137
3,3,2024-09-09,14:30:30,15:20:45,0.0,,4,2024-09-09 14:30:30,2024-09-09 15:20:45,2.545805369127517,0.5945058097351241,226.7112483221476,23.113998230249013,0.0642055506395806,0.42690862583461586
4,3,2024-09-09,15:25:15,16:15:40,0.18,Incertitude : 3.8,5,2024-09-09 15:25:15,2024-09-09 16:15:40,5.05122435897436,1.3532700828290822,259.16267948717945,16.782825590417104,0.04661895997338084,0.8678274336099527
5,3,2024-09-09,16:42:00,17:36:30,13.38,doublon 2,6,2024-09-09 16:42:00,2024-09-09 17:36:30,4.017156862745098,1.158546844552119,270.231,30.49719997285666,0.08471444436904628,0.6988685893193153
6,3,2024-09-10,08:45:00,09:31:00,0.92,,7,2024-09-10 08:45:00,2024-09-10 09:31:00,0.9421666666666667,0.28696550675106713,171.35273684210526,27.43851166342531,0.0762180879539592,0.15245093895286602
7,3,2024-09-10,09:45:15,10:31:00,2.02,,8,2024-09-10 09:45:15,2024-09-10 10:31:00,0.9199272727272727,0.37360509271745795,230.20847272727272,56.673763515336894,0.15742712087593583,0.206850203872568
8,3,2024-09-10,10:40:00,11:26:00,79.19999999999997,,9,2024-09-10 10:40:00,2024-09-10 11:26:00,1.5387089552238806,0.5648104189840032,270.7512164179104,33.95970658084065,0.09433251828011292,0.3149454222196926
9,3,2024-09-10,11:45:00,12:31:00,17.8,alternative satellite,10,2024-09-10 11:45:00,2024-09-10 12:31:00,2.7916965517241383,0.8571267273420762,298.62366896551725,24.60842282700867,0.06835673007502409,0.39531044746076577
10,3,2024-09-10,12:44:00,13:36:30,6.77,,11,2024-09-10 12:44:00,2024-09-10 13:36:30,2.6925246913580247,1.0440375055768571,257.6336913580247,32.585024089464184,0.09051395580406718,0.43873068657532566
11,3,2024-09-10,13:44:15,14:30:00,1.85,,12,2024-09-10 13:44:15,2024-09-10 14:30:00,3.1786363636363637,0.8974163741137827,289.67720279720277,18.352046323875367,0.05097790645520935,0.46749484436402927
12,3,2024-09-10,14:44:00,15:30:00,28.16,,13,2024-09-10 14:44:00,2024-09-10 15:30:00,4.597331034482759,1.362056100243572,306.64595172413794,19.06789455336061,0.05296637375933503,0.7334589565383101
13,3,2024-09-10,15:44:00,16:30:00,4.47,,14,2024-09-10 15:44:00,2024-09-10 16:30:00,4.797862068965518,1.2361782538482693,300.1787931034483,17.29821498441926,0.04805059717894239,0.7199480469886943
14,3,2024-09-10,16:46:00,17:36:00,0.45,,15,2024-09-10 16:46:00,2024-09-10 17:36:00,4.765207547169811,1.1433138215845307,305.4722327044025,20.95714322036033,0.05821428672322314,0.7388527723773983
15,3,2024-09-11,08:35:15,09:22:00,53.99999999999999,,16,2024-09-11 08:35:15,2024-09-11 09:22:00,2.9925135135135137,0.6001178284132275,229.3045135135135,10.942223721537143,0.03039506589315873,0.8279798643458908
16,3,2024-09-11,09:34:00,10:20:30,31.36,doublon 1,17,2024-09-11 09:34:00,2024-09-11 10:20:30,2.725804054054054,0.7482165340007934,245.59697972972975,17.333268066439928,0.048147966851222024,0.5751128471573309
17,3,2024-09-11,10:37:50,11:25:00,1.01,,18,2024-09-11 10:37:50,2024-09-11 11:25:00,3.358966666666667,0.7697122744627455,232.3349933333333,15.087861513629463,0.04191072642674851,0.759291958861313
