,week,release_id,release_date,zero_release,non_zero_release,operator_kept,stanford_kept,strict_qc_kept,pass_all_qc,fail_all_qc,release_rate_kgh,operator_quantification,operator_lower,operator_upper,operator_detected,qc_summary,windspeed_20m_avg,windspeed_20m_std,winddir_20m_avg,winddir_20m_std,winddir_20m_cv,operator_windspeed,true_positive,false_positive,true_negative,false_negative,qc_flag
0,3,1,2024-09-09,False,True,True,True,True,True,True,56.7,38.76,,,True,pass_all,3.32510606060606,0.9342103679397066,209.37825,16.235471522149506,0.0450985320059708,0.3,True,False,False,False,
1,3,2,2024-09-09,False,True,True,True,True,True,True,31.36,52.75,,,True,pass_all,3.665751937984496,1.4656379318779575,203.16287596899227,43.32016085596687,0.1203337801554635,2.1,True,False,False,False,
2,3,3,2024-09-09,False,True,True,True,True,True,True,5.57,4.0,,,True,pass_all,2.65220987654321,0.583478319620417,195.56804938271608,15.724319086048055,0.0436786641279112,1.2,True,False,False,False,
3,3,4,2024-09-09,True,False,False,False,False,False,False,0.0,,,,False,not_measured,2.545805369127517,0.5945058097351241,226.7112483221476,23.113998230249013,0.0642055506395806,,False,False,False,False,camera had been likely bumped by other participants working in the area
4,3,5,2024-09-09,False,True,False,False,False,False,False,0.18,,,,False,not_measured,5.05122435897436,1.3532700828290822,259.16267948717945,16.782825590417104,0.0466189599733808,,False,False,False,False,camera had been likely bumped by other participants working in the area
5,3,6,2024-09-09,False,True,True,True,True,True,True,13.38,3.53,,,True,pass_all,4.017156862745098,1.158546844552119,270.231,30.49719997285666,0.0847144443690462,0.4,True,False,False,False,
6,3,7,2024-09-10,False,True,True,True,True,True,True,0.92,1.62,,,True,pass_all,0.9421666666666668,0.2869655067510671,171.35273684210526,27.43851166342531,0.0762180879539592,0.2,True,False,False,False,
7,3,8,2024-09-10,False,True,True,True,True,True,True,2.02,0.75,,,True,pass_all,0.9199272727272728,0.3736050927174579,230.20847272727272,56.673763515336894,0.1574271208759358,0.75,True,False,False,False,
8,3,9,2024-09-10,False,True,True,True,True,True,True,79.19999999999997,38.45,,,True,pass_all,1.5387089552238806,0.5648104189840032,270.7512164179104,33.95970658084065,0.0943325182801129,0.6,True,False,False,False,
9,3,10,2024-09-10,False,True,True,True,True,True,True,17.8,3.39,,,True,pass_all,2.7916965517241383,0.8571267273420762,298.62366896551725,24.60842282700867,0.068356730075024,0.7,True,False,False,False,
10,3,11,2024-09-10,False,True,True,True,True,True,True,6.77,3.59,,,True,pass_all,2.6925246913580247,1.0440375055768571,257.6336913580247,32.585024089464184,0.0905139558040671,1.27,True,False,False,False,
11,3,12,2024-09-10,False,True,True,True,True,True,True,1.85,1.03,,,True,pass_all,3.178636363636364,0.8974163741137827,289.6772027972028,18.352046323875367,0.0509779064552093,3.2,True,False,False,False,
12,3,13,2024-09-10,False,True,True,True,True,True,True,28.16,14.63,,,True,pass_all,4.597331034482759,1.362056100243572,306.64595172413794,19.06789455336061,0.052966373759335,1.5,True,False,False,False,
13,3,14,2024-09-10,False,True,True,True,True,True,True,4.47,1.99,,,True,pass_all,4.797862068965518,1.2361782538482693,300.1787931034483,17.29821498441926,0.0480505971789423,1.05,True,False,False,False,
14,3,15,2024-09-10,False,True,False,True,True,False,False,0.45,0.0,0.0,0.0,False,fail_operator,4.765207547169811,1.1433138215845309,305.4722327044025,20.95714322036033,0.0582142867232231,,False,False,False,True,below LOD or obscured
15,3,16,2024-09-11,False,True,True,True,True,True,True,53.99999999999999,26.16,,,True,pass_all,2.9925135135135137,0.6001178284132275,229.3045135135135,10.942223721537143,0.0303950658931587,0.85,True,False,False,False,
16,3,17,2024-09-11,False,True,True,True,True,True,True,31.36,10.67,,,True,pass_all,2.725804054054054,0.7482165340007934,245.59697972972967,17.333268066439928,0.048147966851222,1.03,True,False,False,False,
17,3,18,2024-09-11,False,True,True,True,True,True,True,1.01,0.4,,,True,pass_all,3.358966666666667,0.7697122744627455,232.3349933333333,15.087861513629464,0.0419107264267485,1.69,True,False,False,False,
18,3,19,2024-09-11,False,True,False,True,True,False,False,20.18,0.0,0.0,0.0,False,fail_operator,4.463736842105264,1.1527513056481025,250.80505263157897,18.756642911405297,0.0521017858650147,,False,False,False,True,below LOD or obscured
19,3,20,2024-09-11,False,True,False,True,True,False,False,0.02,0.0,0.0,0.0,False,fail_operator,5.358420000000001,1.3050420460196654,248.12368666666663,14.553073940101172,0.0404252053891699,,False,False,False,True,below LOD or obscured
20,3,21,2024-09-11,False,True,False,True,True,False,False,0.62,0.0,0.0,0.0,False,fail_operator,5.293714285714286,1.367266415902473,244.5789047619048,13.261087530911077,0.0368363542525307,,False,False,False,True,below LOD or obscured
21,3,22,2024-09-11,False,True,False,True,True,False,False,0.7,0.0,0.0,0.0,False,fail_operator,4.030337931034484,1.014857928074785,237.51524827586204,17.278645607634335,0.0479962377989842,,False,False,False,True,below LOD or obscured
22,3,23,2024-09-11,False,True,True,True,True,True,True,44.07,21.92,,,True,pass_all,4.310751677852349,1.310337737080315,247.9533959731544,15.20939953217062,0.0422483320338072,1.19,True,False,False,False,
23,3,24,2024-09-11,False,True,True,True,True,True,True,51.12,23.2,,,True,pass_all,3.718668965517242,1.2559921269611949,241.600351724138,17.051304548974198,0.0473647348582616,1.03,True,False,False,False,
24,3,25,2024-09-12,False,True,True,True,True,True,True,19.74,15.96,,,True,pass_all,1.3511190476190476,0.4345886309660258,211.6884523809524,82.77100464676023,0.2299194573521117,0.61,True,False,False,False,
25,3,26,2024-09-12,False,True,True,True,True,True,True,13.38,4.49,,,True,pass_all,1.5426870748299315,0.4041927826133554,65.25907482993196,22.902278004816026,0.0636174389022667,0.58,True,False,False,False,
26,3,27,2024-09-12,False,True,True,True,True,True,True,4.14,1.5,,,True,pass_all,1.701191780821918,0.4315233212232746,83.09686301369862,50.1534756585598,0.1393152101626661,0.77,True,False,False,False,
27,3,28,2024-09-12,False,True,True,True,True,True,True,37.1,20.28,,,True,pass_all,1.897207142857143,0.6362184310713919,78.21119999999999,32.80087256211386,0.0911135348947607,0.93,True,False,False,False,
28,3,29,2024-09-12,False,True,True,True,True,True,True,50.88,10.9,,,True,pass_all,2.263678082191781,0.837338681817591,208.0859383561644,89.9378071789459,0.2498272421637386,0.6,True,False,False,False,
29,3,30,2024-09-12,False,True,True,True,True,True,True,1.3,0.1,,,True,pass_all,1.9737536231884056,0.5893713102509941,272.62128985507246,20.699261078169314,0.0574979474393592,0.9,True,False,False,False,
30,3,31,2024-09-12,False,True,True,True,True,True,True,210.0,35.27,,,True,pass_all,2.543455172413793,0.4838885457547467,234.87432413793104,24.503242097077315,0.0680645613807703,1.1,True,False,False,False,
31,3,32,2024-09-12,False,True,True,True,True,True,True,26.85,12.68,,,True,pass_all,2.3474333333333344,0.7024192940496751,239.22128,29.4684177089735,0.0818567158582597,0.6,True,False,False,False,
32,3,33,2024-09-13,True,False,False,True,True,False,False,0.0,0.0,0.0,0.0,False,fail_operator,0.8176456692913386,0.3477769429170756,191.0142992125984,57.1608210722064,0.1587800585339066,,False,False,True,False,below LOD or obscured
33,3,34,2024-09-13,False,True,True,True,True,True,True,3.4,3.36,,,True,pass_all,0.9989448818897638,0.4437752417517803,228.13681102362204,75.60026116137827,0.2100007254482729,1.0,True,False,False,False,
34,3,35,2024-09-13,False,True,True,True,True,True,True,1.47,0.2,,,True,pass_all,1.543824427480916,0.6275743471851458,140.49045801526717,34.969102631018785,0.0971363961972744,2.5,True,False,False,False,
35,3,36,2024-09-13,False,True,True,True,True,True,True,308.2,105.96,,,True,pass_all,2.67427397260274,1.012138708774969,216.13538356164383,41.67495741921952,0.1157637706089431,2.7,True,False,False,False,
36,3,37,2024-09-13,False,True,True,True,True,True,True,20.18,14.29,,,True,pass_all,3.288903846153846,0.923590181277851,111.96692307692304,24.86842752602163,0.06907896535006,1.9,True,False,False,False,
37,4,38,2024-09-16,False,True,False,True,True,False,False,0.57,0.0,0.0,0.0,False,fail_operator,1.8377769784172664,0.7719390796264768,117.00691366906474,31.96963657159024,0.0888045460321951,,False,False,False,True,below LOD or obscured
38,4,39,2024-09-16,False,True,True,True,True,True,True,56.7,12.76,,,True,pass_all,2.3282517482517484,0.8150086275230851,153.14233566433566,52.08982636981349,0.1446939621383708,2.15,True,False,False,False,
39,4,40,2024-09-16,False,True,True,True,True,True,True,11.17,5.04,,,True,pass_all,2.6846619718309856,0.9659190375255268,284.10807042253526,40.3051486154994,0.111958746154165,0.9,True,False,False,False,
40,4,41,2024-09-16,False,True,True,True,True,True,True,28.71,5.93,,,True,pass_all,2.4931134751773047,0.8928645721352513,270.2587092198582,39.89171074329978,0.1108103076202771,1.8,True,False,False,False,
41,4,42,2024-09-16,False,True,True,True,True,True,True,21.64,6.98,,,True,pass_all,3.3790275862068966,0.8468344727476064,308.8812896551724,23.31724751611621,0.0647701319892117,1.8,True,False,False,False,
42,4,43,2024-09-16,False,True,True,True,True,True,True,9.23,2.59,,,True,pass_all,3.205779310344828,0.8157925038213992,299.7503103448276,25.86230333998245,0.0718397314999512,0.1,True,False,False,False,
43,4,44,2024-09-17,False,True,True,True,True,True,True,0.9,0.1,,,True,pass_all,1.1889146341463417,0.4916602812195396,140.85280487804877,38.37111431790636,0.106586428660851,0.67,True,False,False,False,
