,week,release_id,release_date,zero_release,non_zero_release,operator_kept,stanford_kept,strict_qc_kept,pass_all_qc,fail_all_qc,release_rate_kgh,operator_quantification,operator_lower,operator_upper,operator_detected,qc_summary,windspeed_20m_avg,windspeed_20m_std,winddir_20m_avg,winddir_20m_std,winddir_20m_cv,operator_windspeed,true_positive,false_positive,true_negative,false_negative,qc_flag
41,4,42,2024-09-16,False,True,True,True,True,True,True,21.64,53.887,31.704,76.07,True,pass_all,3.3790275862068966,0.8468344727476064,308.8812896551724,23.31724751611621,0.0647701319892117,,True,False,False,False,
42,4,43,2024-09-16,False,True,True,True,True,True,True,9.23,5.818,2.061,9.575,True,pass_all,3.205779310344828,0.8157925038213992,299.7503103448276,25.86230333998245,0.0718397314999512,,True,False,False,False,
43,4,44,2024-09-17,False,True,True,True,True,True,True,0.9,2.641,0.724,4.558,True,pass_all,1.1889146341463417,0.4916602812195396,140.85280487804877,38.37111431790636,0.106586428660851,,True,False,False,False,
44,4,45,2024-09-17,False,True,True,True,True,True,True,7.3,14.791,7.021,22.561,True,pass_all,1.3289776119402987,0.4221028358188136,288.46114179104484,28.00716547879776,0.0777976818855493,,True,False,False,False,
45,4,46,2024-09-17,False,True,True,True,True,True,True,79.2,81.861,58.928,104.794,True,pass_all,0.9248962962962964,0.3737418151467203,248.26067407407407,66.03927764139286,0.1834424378927579,,True,False,False,False,
46,4,47,2024-09-17,False,True,True,True,True,True,True,5.5,2.903,1.555,4.251,True,pass_all,1.150692913385827,0.4410247178727947,222.570188976378,59.24795462058815,0.1645776517238559,,True,False,False,False,Quantification data not confident due to line of sight not allowing for full visualization of the leak 
47,4,48,2024-09-17,True,False,True,True,True,True,True,0.0,0.0,0.0,0.0,False,pass_all,2.338714285714285,0.7261983388835727,251.65584353741497,40.25403652548622,0.1118167681263506,,False,False,True,False,
48,4,49,2024-09-17,False,True,True,True,True,True,True,54.0,71.413,42.633,100.193,True,pass_all,1.5897664233576645,0.5898268223257634,239.18820437956205,43.64271806257143,0.1212297723960317,,True,False,False,False,
49,4,50,2024-09-17,False,True,True,True,True,True,True,0.02,0.276,0.031,0.521,True,pass_all,1.3606015037593984,0.5128063007792842,255.45348120300747,42.6359622627818,0.1184332285077272,,True,False,False,False,
50,4,51,2024-09-17,False,True,True,True,True,True,True,44.0,65.097,51.698,78.496,True,pass_all,1.1925723270440252,0.4272161202559846,224.8289308176101,38.29976366933795,0.1063882324148276,,True,False,False,False,
51,4,52,2024-09-18,False,True,True,True,True,True,True,0.5,0.771,0.438,1.104,True,pass_all,1.753431654676259,0.6216185750955033,109.9331726618705,21.12442174732416,0.0586789492981226,,True,False,False,False,
52,4,53,2024-09-18,False,True,True,True,True,True,True,38.47,55.039,30.588,79.49,True,pass_all,0.8871896551724138,0.3392202545683929,135.48389655172414,54.22739285158891,0.1506316468099691,,True,False,False,False,
53,4,54,2024-09-18,False,True,True,True,True,True,True,1.45,14.796,11.269,18.323,True,pass_all,0.9394692307692306,0.4154957473912084,214.4541769230769,45.224041375466506,0.1256223371540736,,True,False,False,False,
54,4,55,2024-09-18,False,True,True,True,True,True,True,52.94,45.989,24.741,67.237,True,pass_all,1.4723846153846154,0.5740202666476247,248.3172727272727,45.390675954524205,0.1260852109847894,,True,False,False,False,
55,4,56,2024-09-18,False,True,True,True,True,True,True,0.29,1.424,0.235,2.613,True,pass_all,1.6279734513274338,0.7170786276395681,186.38422123893807,45.44440508263384,0.1262344585628717,,True,False,False,False,
56,4,57,2024-09-18,False,True,True,True,True,True,True,8.25,19.498,14.27,24.726,True,pass_all,1.643909722222222,0.7350170248082449,151.19474305555556,74.27365157719925,0.2063156988255534,,True,False,False,False,
57,4,58,2024-09-18,False,True,True,True,True,True,True,0.19,1.621,0.875,2.367,True,pass_all,2.0694647887323945,0.9188914201437428,92.46465492957746,35.033826810877926,0.097316185585772,,True,False,False,False,Quantification data not confident due to line of sight not allowing for full visualization of the leak 
58,4,59,2024-09-18,False,True,True,True,True,True,True,290.0,218.29,170.24,266.34,True,pass_all,2.1124055944055944,0.912358399105958,97.82532867132868,50.56720243512698,0.140464451208686,,True,False,False,False,
59,4,60,2024-09-18,False,True,True,True,True,True,True,0.73,15.853,10.626,21.08,True,pass_all,2.2522980132450328,0.8273466165576311,67.20782781456954,30.1812543516048,0.0838368176433466,,True,False,False,False,
